Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2885187255963225.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_821344050824341711.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_637540891029703527.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986383.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_880453795882149799.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_502010689729178547.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_315955730082893988.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986426.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_15973773668459195.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1688918602679997.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986354.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_863635666074587112.webp,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2955555999345121.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986368.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_325455510587451037.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655663.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_181621797444844809.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655887.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_31595634881342669.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_30117891250031663.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986156.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655844.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655851.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_40673202871159449.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655892.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986194.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2674081014221218.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_42502790225403228.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_155022412168181121.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986427.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986341.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_676806650274726978.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_3307399704780213.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_460985711874082257.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_700450548299839267.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986382.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_893753488545969558.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_281543720788881.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_421508846393121346.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986235.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_60306082503758602.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_116671446591100194.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656021.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_388505905364385414.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656009.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_837036280773161525.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_59602395061223089.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_11681280278494476.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655931.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_29695678785345409.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_28288303904046629.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_59672763807160948.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_7670261860207339.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_8936899247293612.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655702.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_118078821474476369.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16888567412500431.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_14073817568275122.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_366199013425311233.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_114138171798383174.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_346777240260013298.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_60376451239770712.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_54606214227524335.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_7810999347729066.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_99290366780310531.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1023724559035036309.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_70437487926419.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656019.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_15481192462345511.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19632948374844447.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1477812370755284.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_612841461814487947.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986219.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_11610911531149828.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986231.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986225.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_3096293480891882.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_217861700719059026.webp,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1067423549166268527.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_28640147623913530.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986386.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_295337688080363955.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986379.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_12947917671703612.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1618549863008561.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986351.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_393290979949768815.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655896.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986190.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_67976275631174017.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655699.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_384494886943133483.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_133137732723577734.gif,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_177540410304352933.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2111131052011775.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_257338566202965610.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655840.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655698.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_766315692876013887.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655897.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_6614730678801814.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655883.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986350.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986344.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986422.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_17310779813082906.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986393.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_12033123989658324.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986387.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_43487952641843795.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_60024607503106541.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986230.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_3377768466386508.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_65724475806026470.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_60446819992063501.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656018.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_8585055533745557.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_13159023903884895.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_539798705308558357.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655934.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16466354883417959.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655713.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986377_5717460601892851017.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_648870258845585156.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_219832025557833299.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655922.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655936.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_245375879691410018.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_61572719895831672.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656032.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_40391727903341968.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_66639269482263714.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_951033646304839238.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_570338740311000283.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_127226758207491500.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_341499584259749305.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16677461114868179.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_502644008427953070.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_84020349283839594.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_4644405855465422.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_369506344441713079.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_39125090500444246.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_7881368093537945.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_205828645463286721.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986408.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986420.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19773685851574264.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1138918193258641578.webp,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_528750812518925296.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_89368373849409302.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_7318418136891987.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_99571841758529104.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_601793568957645179.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_131026670402047195.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_283234264045241849.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1025343040160057774.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986434.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655842.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2111131060181922.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986178.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_18929260922450925.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1407443617672344.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_621567186102992167.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_336010822216018882.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986179.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_25966135342011166.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_369928556910619824.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19914423346149273.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_37788084365114727.gif,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_15199717488061676.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655894.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986347.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986186.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986435.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_4785143350184620.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986409.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_248260998201489768.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986390.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_30188259995164943.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_72198400271657800.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655710.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1004091679412059041.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_32721534787937562.jpg,neutral-face
